Date,Month,Store Visits,Marketing_Spend,Discount_Percentage,Competitor_Price_Index,Sales_Revenue
13-04-2030,2030-04,8976,106953,2.6,100.8,1017664
14-04-2030,2030-04,11080,80011,2.7,102.4,1103211
15-04-2030,2030-04,9393,152907,10.8,90.2,1379299
16-04-2030,2030-04,11471,281987,2.9,102.8,1900000
17-04-2030,2030-04,7690,238531,5.2,97.6,1531606
18-04-2030,2030-04,10515,102676,8.1,101.9,1712245
19-04-2030,2030-04,8713,135266,1.4,98.3,1379243
20-04-2030,2030-04,9003,111224,6.6,104.3,1540450
21-04-2030,2030-04,11250,101343,9.2,99,1691410
22-04-2030,2030-04,9529,222846,0.9,104.9,1227055
23-04-2030,2030-04,9898,225150,9.2,96.9,1900000
24-04-2030,2030-04,7674,133979,7.3,94.8,1599098
25-04-2030,2030-04,10277,217393,11.5,95,1851749
26-04-2030,2030-04,7557,117437,2,90.5,1453952
27-04-2030,2030-04,11399,265339,5.3,101.3,1811766
28-04-2030,2030-04,8948,260481,2.3,94.5,1391131
29-04-2030,2030-04,9843,116021,7.9,92.7,1419175
30-04-2030,2030-04,9965,84399,4.7,101,1603551
01-05-2030,2030-05,7270,149457,11.1,98.8,1221185
02-05-2030,2030-05,10651,197878,0.8,94.7,1669629
03-05-2030,2030-05,10019,146038,2.6,97,1000000
04-05-2030,2030-05,8855,136771,1.7,99.9,1000000
05-05-2030,2030-05,9679,155333,3.4,100.5,1593331
06-05-2030,2030-05,9261,249948,7.3,101.9,1280088
07-05-2030,2030-05,7538,169785,11.7,102.1,1124446
08-05-2030,2030-05,9739,211980,6.8,94.7,1673131
09-05-2030,2030-05,10924,235460,5.4,92,1294361
10-05-2030,2030-05,9589,204108,9.1,100.5,1900000
11-05-2030,2030-05,11391,289341,11.5,97.6,1900000
12-05-2030,2030-05,9178,224511,9.8,93.6,1830082
13-05-2030,2030-05,7937,225262,5,104.2,1371839
14-05-2030,2030-05,8073,104744,7.8,92.8,1176978
15-05-2030,2030-05,10454,197546,11.1,94.9,1885114
16-05-2030,2030-05,9938,158821,1.7,104.1,1453138
17-05-2030,2030-05,8542,273461,3.2,91.2,1900000
18-05-2030,2030-05,7514,262534,3.4,102.3,1649596
19-05-2030,2030-05,9575,289166,6.8,96.1,1574456
20-05-2030,2030-05,9101,275984,9.7,96,1240462
21-05-2030,2030-05,8602,176213,7.2,100.8,1580252
22-05-2030,2030-05,8316,204453,7.9,95,1178478
23-05-2030,2030-05,10646,262243,9.4,103.2,1633646
24-05-2030,2030-05,11420,237300,1.9,96.3,1448019
25-05-2030,2030-05,8622,118563,1.9,96.9,1248664
26-05-2030,2030-05,10110,101452,8.8,103,1289758
27-05-2030,2030-05,9830,229132,0.3,96,1452352
28-05-2030,2030-05,11243,166734,11.8,97.4,1041885
29-05-2030,2030-05,9793,235749,10.3,96.3,1274564
30-05-2030,2030-05,8449,153407,10.3,96.7,1000000
31-05-2030,2030-05,7204,235265,1,104.8,1278835
01-06-2030,2030-06,9159,291957,5.9,92.5,1281529
02-06-2030,2030-06,8203,147196,2.2,90.6,1266457
03-06-2030,2030-06,7868,179309,6.3,94.8,1476975
04-06-2030,2030-06,8847,222481,5.1,104.2,1636562
05-06-2030,2030-06,8056,94050,2.1,96,1246209
06-06-2030,2030-06,11441,138380,7.6,101.5,1142707
07-06-2030,2030-06,8501,261287,10.1,97.1,1558954
08-06-2030,2030-06,10528,200903,8.4,92.6,1900000
09-06-2030,2030-06,7769,266939,8.3,103.1,1887696
10-06-2030,2030-06,10459,135378,4.6,95.7,1578884
11-06-2030,2030-06,10233,208827,1.4,100.5,1460976
12-06-2030,2030-06,9502,267810,2.8,91.5,1784025
13-06-2030,2030-06,8953,179718,3.7,104.2,1288649
14-06-2030,2030-06,10552,238043,5.5,90.8,1900000
15-06-2030,2030-06,9994,127753,7.4,101.8,1703296
16-06-2030,2030-06,10683,142904,10.9,98.1,1398599
17-06-2030,2030-06,7530,161256,11.1,94.2,1000000
18-06-2030,2030-06,8999,190441,9.7,98.4,1125977
19-06-2030,2030-06,10393,187834,0.3,91.4,1900000
20-06-2030,2030-06,7546,137476,2.6,98.1,1621501
21-06-2030,2030-06,9772,233766,6.5,90.1,1232550
22-06-2030,2030-06,9829,226830,2.4,99.9,1298634
23-06-2030,2030-06,7817,176705,7.4,91,1197917
24-06-2030,2030-06,8395,137056,3.6,104,1257756
25-06-2030,2030-06,11103,255804,0.7,92.7,1850647
26-06-2030,2030-06,10485,168287,1.8,94.7,1807222
27-06-2030,2030-06,9785,257030,3.6,99.5,1900000
28-06-2030,2030-06,9105,217248,1.4,98.3,1900000
29-06-2030,2030-06,10826,299448,6.5,101.3,1826602
30-06-2030,2030-06,7812,287594,8.3,94.2,1900000
01-07-2030,2030-07,10429,225225,6,104.1,1900000
02-07-2030,2030-07,10355,216926,8.7,92.5,1510807
03-07-2030,2030-07,10645,255730,10,92.1,1480198
04-07-2030,2030-07,10307,108597,6.5,95,1000000
05-07-2030,2030-07,11322,85431,9.4,96.5,1182108
06-07-2030,2030-07,8670,202260,9.5,100.9,1021308
07-07-2030,2030-07,10477,131292,2.1,95.7,1344230
08-07-2030,2030-07,8551,110544,9.2,96,1228214
09-07-2030,2030-07,11130,168608,7.3,91,1298580
10-07-2030,2030-07,8728,159010,4.7,91.9,1016412
11-07-2030,2030-07,10349,193511,8.6,95.4,1649900
12-07-2030,2030-07,10297,85156,11.7,91.9,1235526
13-07-2030,2030-07,8663,276794,1.9,94.8,1432629
14-07-2030,2030-07,10773,268528,10.5,90,1856353
15-07-2030,2030-07,11468,289547,7.2,99.3,1780076
16-07-2030,2030-07,8356,140234,3.4,100.8,1101614
17-07-2030,2030-07,7297,141828,0.8,94.9,1460955
18-07-2030,2030-07,8586,250265,2.1,104.6,1418260
19-07-2030,2030-07,11074,275709,8.1,97.8,1416293
20-07-2030,2030-07,9342,200446,7.7,98.9,1900000
21-07-2030,2030-07,9964,118265,11.4,97.5,1546507
22-07-2030,2030-07,9069,90254,3,97.4,1438418
23-07-2030,2030-07,11124,263038,7.8,95.5,1290962
24-07-2030,2030-07,7420,211145,6.7,96.1,1053123
25-07-2030,2030-07,9514,159874,6.6,100.3,1479354
26-07-2030,2030-07,8035,167919,7.8,94,1219514
27-07-2030,2030-07,7557,282503,7.9,99.2,1270711
28-07-2030,2030-07,7622,177266,10.8,98.9,1607281
29-07-2030,2030-07,7373,198585,4.6,92.5,1768260
30-07-2030,2030-07,11188,153467,8.9,95.8,1036760
31-07-2030,2030-07,8579,163108,5.4,102.8,1665186
01-08-2030,2030-08,10328,123827,2.7,104.5,1000000
02-08-2030,2030-08,10154,166823,2.4,90.9,1222216
03-08-2030,2030-08,7887,151330,0.3,99.1,1415038
04-08-2030,2030-08,9979,239489,8.4,95,1427503
05-08-2030,2030-08,8413,86398,7.3,97.8,1327231
06-08-2030,2030-08,9906,209794,11.3,97.8,1163293
07-08-2030,2030-08,7554,195323,1.6,98.3,1022401
08-08-2030,2030-08,9509,172876,5.5,98.4,1731139
09-08-2030,2030-08,7744,83058,5.2,96.2,1273243
10-08-2030,2030-08,10220,116897,10.6,96.3,1571086
11-08-2030,2030-08,9119,212629,7.1,102.8,1480741
12-08-2030,2030-08,9430,195780,9.3,103,1800321
13-08-2030,2030-08,7399,203322,0.8,99,1472017
14-08-2030,2030-08,7537,144416,1.5,101.8,1218352
15-08-2030,2030-08,11463,203896,5.6,99.8,1900000
16-08-2030,2030-08,9617,247546,5.6,90.7,1645590
17-08-2030,2030-08,11158,80585,0.7,90.5,1633906
18-08-2030,2030-08,8039,91715,9.7,93.9,1086151
19-08-2030,2030-08,9763,151568,0,104,1026232
20-08-2030,2030-08,9189,238910,12,104.7,1759626
21-08-2030,2030-08,8384,170784,3.3,93.4,1243151
22-08-2030,2030-08,11479,165791,6.5,97.1,1120972
23-08-2030,2030-08,9500,289566,11.9,103.9,1900000
24-08-2030,2030-08,9728,148880,4.8,93.2,1393108
25-08-2030,2030-08,7525,188922,2.6,98.7,1657244
26-08-2030,2030-08,9351,153946,10.1,96.5,1743089
27-08-2030,2030-08,11080,281937,4,98.3,1636324
28-08-2030,2030-08,9410,289920,7.2,91.9,1288904
29-08-2030,2030-08,7724,106132,9,97.4,1000000
30-08-2030,2030-08,10280,104473,4.4,94.1,1182469
31-08-2030,2030-08,10461,293402,7.6,92,1900000
01-09-2030,2030-09,9156,158956,1.7,90.4,1182183
02-09-2030,2030-09,10399,272806,4.4,100.9,1891538
03-09-2030,2030-09,10716,261744,1.8,97.4,1666516
04-09-2030,2030-09,8078,268623,4.7,92.8,1799944
05-09-2030,2030-09,10800,83469,9.3,90.2,1000000
06-09-2030,2030-09,7280,150082,7.2,90,1377763
07-09-2030,2030-09,8925,85118,11.5,102.8,1240012
08-09-2030,2030-09,7555,143284,5.1,94.1,1080013
09-09-2030,2030-09,11144,133907,1,94.9,1828993
10-09-2030,2030-09,11089,178100,5.7,102.3,1581738
11-09-2030,2030-09,8578,143980,2.4,92.2,1000000
12-09-2030,2030-09,9151,167337,5.3,95.2,1482822
13-09-2030,2030-09,9320,122596,4.1,93.8,1582771
14-09-2030,2030-09,8177,174020,0.6,97.2,1440998
15-09-2030,2030-09,10651,95551,10.6,99.7,1213674
16-09-2030,2030-09,10928,272941,5.9,91.8,1731312
17-09-2030,2030-09,8701,216192,10.3,91.5,1654413
18-09-2030,2030-09,8919,177406,2,92.4,1835422
19-09-2030,2030-09,11046,243577,5.6,92.3,1485676
20-09-2030,2030-09,8927,135850,2.6,100,1000000
21-09-2030,2030-09,10089,99671,6.5,90.9,1300155
22-09-2030,2030-09,7833,113771,9.5,97.6,1632428
23-09-2030,2030-09,11258,196101,6.7,99.3,1900000
24-09-2030,2030-09,8655,135028,9.1,101.1,1306268
25-09-2030,2030-09,8041,153042,11.5,95,1643470
26-09-2030,2030-09,10584,147244,7.6,97.2,1463671
27-09-2030,2030-09,10874,295536,9.2,96.7,1900000
28-09-2030,2030-09,10821,213798,1.4,104,1519574
29-09-2030,2030-09,8175,200237,5.2,90.5,1813851
30-09-2030,2030-09,8992,173216,11.8,99.6,1173011
01-10-2030,2030-10,9677,197002,2.2,96.9,1452786
02-10-2030,2030-10,9213,278720,10.1,98.4,1865843
03-10-2030,2030-10,10827,186704,5.5,94.1,1189815
04-10-2030,2030-10,9706,274686,2.8,102.6,1900000
05-10-2030,2030-10,11092,232379,1.4,91.8,1900000
06-10-2030,2030-10,7385,114659,7.5,102.9,1096227
07-10-2030,2030-10,11448,145971,8.6,97.4,1823710
08-10-2030,2030-10,8313,164742,10,91.9,1713306
09-10-2030,2030-10,10621,278153,11.1,93.9,1900000
10-10-2030,2030-10,8679,242838,0.5,97.1,1616954
11-10-2030,2030-10,10469,163007,4.4,103.3,1491458
12-10-2030,2030-10,8644,217803,10.5,91.6,1744052
13-10-2030,2030-10,8904,183465,4.5,103.6,1069963
14-10-2030,2030-10,7708,107425,6.6,104,1000000
15-10-2030,2030-10,8050,209914,0,98.6,1655331
16-10-2030,2030-10,10292,172686,2.3,96.2,1221542
17-10-2030,2030-10,11285,177424,11.5,93.3,1419089
18-10-2030,2030-10,10146,299580,0.6,93.3,1372614
19-10-2030,2030-10,11414,210543,1.3,95.9,1332769
20-10-2030,2030-10,10614,254037,7,99.5,1900000
21-10-2030,2030-10,8781,181283,8.4,93.2,1340887
22-10-2030,2030-10,8383,268095,8,102,1364446
23-10-2030,2030-10,10354,267478,3,101.6,1286637
24-10-2030,2030-10,10397,171862,3.3,94.6,1556229
25-10-2030,2030-10,9348,227953,1.4,93.8,1668351
26-10-2030,2030-10,10577,118163,8.9,99.7,1764783
27-10-2030,2030-10,7759,286285,9,96.5,1184036
28-10-2030,2030-10,11239,80218,3.6,90.4,1547425
29-10-2030,2030-10,10605,113518,7.3,102.5,1727653
30-10-2030,2030-10,10307,107833,5.1,100.7,1368186
31-10-2030,2030-10,8748,248539,2,102.7,1800798
01-11-2030,2030-11,10300,290720,6.2,90.2,1900000
02-11-2030,2030-11,11426,137869,7.3,102.5,1501296
03-11-2030,2030-11,7868,237663,6.3,94.7,1840044
04-11-2030,2030-11,8923,290597,6,95,1900000
05-11-2030,2030-11,9097,121241,9.4,93,1000000
06-11-2030,2030-11,7482,236935,5.2,103.5,1290662
07-11-2030,2030-11,8963,199808,2.2,100.9,1154742
08-11-2030,2030-11,7489,227359,2.6,102.6,1046189
09-11-2030,2030-11,10474,119017,2.4,97.3,1065092
10-11-2030,2030-11,8373,215405,6,93.7,1803633
11-11-2030,2030-11,9260,112833,7.3,90.3,1000000
12-11-2030,2030-11,11040,212675,7.8,91.9,1236082
13-11-2030,2030-11,9556,223571,9.9,104.8,1557919
14-11-2030,2030-11,11402,259282,4.6,93.9,1290789
15-11-2030,2030-11,10421,295031,2.2,100.8,1736433
16-11-2030,2030-11,11495,157092,10.3,96.7,1703986
17-11-2030,2030-11,10554,254965,8.4,95,1827068
18-11-2030,2030-11,11404,250820,7.9,92.5,1714223
19-11-2030,2030-11,11223,140837,8.3,96.7,1463445
20-11-2030,2030-11,10531,171922,0.7,104.6,1290783
21-11-2030,2030-11,9778,104374,7.4,94.3,1431534
22-11-2030,2030-11,10600,258380,6.9,99,1755471
23-11-2030,2030-11,9014,113891,3.5,98.7,1621312
24-11-2030,2030-11,11089,204151,10.4,97.2,1679092
25-11-2030,2030-11,8228,183516,4.1,95.7,1563507
26-11-2030,2030-11,7573,201267,6.7,95.5,1590318
27-11-2030,2030-11,10177,115098,10.5,91.3,1652853
28-11-2030,2030-11,9198,95728,5.9,98.3,1127355
29-11-2030,2030-11,9111,100991,11.2,103.2,1413926
30-11-2030,2030-11,10807,86537,1,103.9,1695402
01-12-2030,2030-12,10650,299694,11.5,101.3,1900000
02-12-2030,2030-12,8816,234508,6.2,96.2,1646035
03-12-2030,2030-12,9171,133689,3.7,91.1,1000000
04-12-2030,2030-12,10055,126564,11.7,99.3,1066814
05-12-2030,2030-12,7833,217855,1.6,93.6,1299549
06-12-2030,2030-12,8671,135077,10.2,104.5,1000000
07-12-2030,2030-12,11061,95797,4.3,101.3,1436545
08-12-2030,2030-12,9285,288529,7.6,94.1,1598632
09-12-2030,2030-12,9071,244742,0.6,98,1135258
10-12-2030,2030-12,8337,134413,2.8,91.3,1280460
11-12-2030,2030-12,8747,166945,8.5,90.8,1317755
12-12-2030,2030-12,10108,139180,10.5,99.6,1229370
13-12-2030,2030-12,8283,222724,11.5,94.5,1654956
14-12-2030,2030-12,9838,193175,4.2,100.8,1762220
15-12-2030,2030-12,7818,87697,7.5,93.8,1000000
16-12-2030,2030-12,11343,191574,5,96.7,1826105
17-12-2030,2030-12,11151,174015,7.2,94.3,1165035
18-12-2030,2030-12,9477,163959,9.4,91.7,1596203
19-12-2030,2030-12,11125,127572,1.1,98.7,1678346
20-12-2030,2030-12,7899,85270,2.8,99.6,1413922
21-12-2030,2030-12,8082,114581,5.3,96.6,1177294
22-12-2030,2030-12,11098,134081,4.9,97.2,1769531
23-12-2030,2030-12,8094,263845,5.2,94.6,1690826
24-12-2030,2030-12,7410,117385,1.8,102,1563018
25-12-2030,2030-12,7373,283296,6.6,93.2,1900000
26-12-2030,2030-12,8130,134002,0.7,97.5,1250884
27-12-2030,2030-12,9416,134613,6.3,96.9,1000000
28-12-2030,2030-12,9476,240198,9.4,95.1,1900000
29-12-2030,2030-12,8845,201993,10.8,96.8,1475749
30-12-2030,2030-12,11268,207440,3.7,91.9,1829727
31-12-2030,2030-12,8636,83940,6.6,92.1,1000000
01-01-2031,2031-01,10756,84250,5.7,93.9,1512019
02-01-2031,2031-01,7469,85478,3.3,99,1355004
03-01-2031,2031-01,10729,152991,4.3,103.4,1162223
04-01-2031,2031-01,10280,92244,9,103,1668314
05-01-2031,2031-01,10498,154568,11.4,97.3,1164107
06-01-2031,2031-01,9232,93057,11.6,96.9,1298075
07-01-2031,2031-01,10640,86564,6.9,99.3,1409172
08-01-2031,2031-01,8773,207301,10.5,103.1,1354973
09-01-2031,2031-01,7673,192451,5.5,98.9,1000000
10-01-2031,2031-01,7774,117746,0.5,90.4,1583134
11-01-2031,2031-01,9059,105794,8.5,103,1208375
12-01-2031,2031-01,9580,237802,8.2,92,1900000
13-01-2031,2031-01,11495,271008,6.5,91.1,1822053
14-01-2031,2031-01,8383,225102,3.8,94.8,1729128
15-01-2031,2031-01,9648,210972,3,90.2,1270282
16-01-2031,2031-01,11321,226763,8,96.2,1788851
17-01-2031,2031-01,10031,126410,3.6,103.9,1339917
18-01-2031,2031-01,7391,115055,11.9,95.8,1000000
19-01-2031,2031-01,10266,162708,2.3,96.9,1762209
20-01-2031,2031-01,7676,102611,8.6,96,1469304
21-01-2031,2031-01,9642,190428,6,101.2,1470308
22-01-2031,2031-01,7792,258265,6.5,93.8,1465828
23-01-2031,2031-01,7514,246675,6.7,102.1,1900000
24-01-2031,2031-01,9345,221978,3.7,96.1,1220158
25-01-2031,2031-01,8262,111132,6.4,91.4,1325777
26-01-2031,2031-01,9804,135552,1.8,104,1026580
27-01-2031,2031-01,9585,151880,10.3,93.1,1580163
28-01-2031,2031-01,9329,115355,5.1,90.7,1685790
29-01-2031,2031-01,11063,238184,8.3,96.2,1731597
30-01-2031,2031-01,10328,156441,7.6,103.2,1780872
31-01-2031,2031-01,9100,143611,6.2,97.3,1172009
01-02-2031,2031-02,10479,245547,10.8,94.1,1535338
02-02-2031,2031-02,11276,133870,0.7,95.9,1471432
03-02-2031,2031-02,10838,279461,4.7,103.3,1576323
04-02-2031,2031-02,7576,94373,6.4,90.5,1000000
05-02-2031,2031-02,10279,127386,0.3,101.6,1622598
06-02-2031,2031-02,11188,218516,6.5,94.6,1479906
07-02-2031,2031-02,8639,119535,10.5,95.2,1000000
08-02-2031,2031-02,8606,202896,0.6,91.6,1846774
09-02-2031,2031-02,7503,193698,9.2,98.8,1196661
10-02-2031,2031-02,7791,161714,6.1,102.5,1680751
11-02-2031,2031-02,9557,270411,7.8,97.9,1268093
12-02-2031,2031-02,11400,220307,6.3,101.4,1503673
13-02-2031,2031-02,11056,105815,11.6,100.3,1254802
14-02-2031,2031-02,9636,169837,1.7,103.3,1602859
15-02-2031,2031-02,7251,221821,4.5,99,1543768
16-02-2031,2031-02,7677,98290,8,91.9,1000000
17-02-2031,2031-02,7476,174835,9.1,103.6,1000000
18-02-2031,2031-02,10107,219313,8.1,99.7,1453738
19-02-2031,2031-02,10208,92470,1.3,93.6,1000000
20-02-2031,2031-02,7654,87899,4,99,1333851
21-02-2031,2031-02,9450,82344,4.5,95.7,1000000
22-02-2031,2031-02,7533,214499,5.9,101.5,1547694
23-02-2031,2031-02,9415,271457,10.9,103.7,1619312
24-02-2031,2031-02,8806,239689,3.4,97.8,1129360
25-02-2031,2031-02,9843,171055,7.7,94.2,1657385
26-02-2031,2031-02,11110,226912,7.7,99.5,1510342
27-02-2031,2031-02,11002,244429,5.9,98.9,1900000
28-02-2031,2031-02,9358,221192,11.2,102.5,1495820
01-03-2031,2031-03,9593,158530,3,97.6,1605750
02-03-2031,2031-03,10809,236237,4.3,95.4,1900000
03-03-2031,2031-03,9369,86201,6.5,100.7,1540184
04-03-2031,2031-03,9222,89776,1.9,101.3,1000000
05-03-2031,2031-03,10514,213554,10.2,90.9,1479730
06-03-2031,2031-03,8420,124409,9.1,103,1047401
07-03-2031,2031-03,9954,242759,3,100.6,1619945
08-03-2031,2031-03,9244,93827,10.4,90.8,1000000
09-03-2031,2031-03,10614,105101,11.9,96.8,1373287
10-03-2031,2031-03,9593,238253,0.9,97.3,1306376
11-03-2031,2031-03,8592,299848,9.8,91.6,1763336
12-03-2031,2031-03,11180,259610,8,101.8,1522120
13-03-2031,2031-03,7866,107926,1,91,1010627
14-03-2031,2031-03,8609,266880,6.6,98.4,1700289
15-03-2031,2031-03,9428,252434,10.2,94.6,1755341
16-03-2031,2031-03,11171,290931,6,102.4,1900000
17-03-2031,2031-03,10195,247426,1.1,101.6,1726976
18-03-2031,2031-03,10046,196947,11.6,98.9,1688574
19-03-2031,2031-03,8394,82535,9,91.1,1561889
20-03-2031,2031-03,10983,292593,6.1,96.7,1900000
21-03-2031,2031-03,9840,261248,5.6,94.4,1900000
22-03-2031,2031-03,7561,180179,6.4,98.6,1728233
23-03-2031,2031-03,11367,248997,6.4,101.3,1377684
24-03-2031,2031-03,8955,94289,10.1,91.1,1314115
25-03-2031,2031-03,8624,116418,11,91.5,1263004
26-03-2031,2031-03,7605,136296,11.6,101.4,1254859
27-03-2031,2031-03,10374,269542,9.2,99.5,1900000
28-03-2031,2031-03,7524,86251,2,101.5,1379933
29-03-2031,2031-03,7275,122347,2.2,90.2,1532772
30-03-2031,2031-03,7413,249659,10.4,95,1081613
31-03-2031,2031-03,10889,247700,8.6,94.9,1790427
01-04-2031,2031-04,10375,232116,0.6,91.8,1633958
02-04-2031,2031-04,11278,286666,2.6,99.4,1895470
03-04-2031,2031-04,10215,286451,7.2,90.3,1900000
04-04-2031,2031-04,10417,123387,4.8,94.3,1680957
05-04-2031,2031-04,11111,173977,11.1,91.3,1423878
06-04-2031,2031-04,7632,99137,8.7,95.6,1183370
07-04-2031,2031-04,9213,266817,7.1,99.5,1900000
08-04-2031,2031-04,7968,197884,4.3,92.5,1072977
09-04-2031,2031-04,10622,131324,1.9,97.5,1196975
10-04-2031,2031-04,9199,237963,7,95.6,1758686
11-04-2031,2031-04,7434,103952,7.1,99,1000000
12-04-2031,2031-04,7694,254438,7.5,99.6,1135854
13-04-2031,2031-04,9851,143062,3,100,1302065
14-04-2031,2031-04,7590,173196,0.8,96.3,1000000
15-04-2031,2031-04,10134,136771,6.8,104,1000000
16-04-2031,2031-04,9367,281748,8.6,101,1696305
17-04-2031,2031-04,8461,99393,6,101,1150697
18-04-2031,2031-04,9278,291834,6.6,97.9,1544784
19-04-2031,2031-04,9798,150208,7,90.6,1503549
20-04-2031,2031-04,9111,258247,3.3,93.8,1601677
21-04-2031,2031-04,9567,282460,8.4,100.6,1262686
22-04-2031,2031-04,9034,92181,6,97.4,1110502
23-04-2031,2031-04,10877,106151,8.7,96,1000000
24-04-2031,2031-04,10856,197299,10.6,92.7,1900000
25-04-2031,2031-04,9670,297578,8.5,101.2,1799994
26-04-2031,2031-04,9108,153146,1.7,101.1,1580439
27-04-2031,2031-04,11010,138871,10.5,100.3,1113291
28-04-2031,2031-04,9444,90023,2.7,100.6,1363045
29-04-2031,2031-04,7771,203086,0.8,98.2,1720149
30-04-2031,2031-04,9544,198946,9.8,103,1277232
01-05-2031,2031-05,9156,261040,2.8,93.6,1880261
02-05-2031,2031-05,8320,134317,9,102.8,1291293
03-05-2031,2031-05,8014,81135,0.9,90.7,1078706
04-05-2031,2031-05,10585,189750,2,92.8,1590786
05-05-2031,2031-05,9071,185090,7.8,92.6,1678105
06-05-2031,2031-05,10292,294897,11.1,93.7,1900000
07-05-2031,2031-05,7420,88047,12,99.7,1327579
08-05-2031,2031-05,11315,135956,0.3,100.6,1040939
09-05-2031,2031-05,10159,156594,11.2,90.2,1194748
10-05-2031,2031-05,7251,243338,3.4,94,1185994
11-05-2031,2031-05,9620,186653,0.1,102.7,1223651
12-05-2031,2031-05,9925,163478,0.9,93.6,1422630
13-05-2031,2031-05,10224,132071,9,101,1594602
14-05-2031,2031-05,10607,244620,8.3,90.8,1649123
15-05-2031,2031-05,8709,140440,0.7,100.7,1601274
16-05-2031,2031-05,7318,186065,3.7,97.3,1000000
17-05-2031,2031-05,8846,265491,8,100.6,1623425
18-05-2031,2031-05,8994,281596,3.7,102.3,1796644
19-05-2031,2031-05,8991,141018,6.6,101.9,1653821
20-05-2031,2031-05,11037,193263,9.4,104,1550498
21-05-2031,2031-05,10486,246095,0.4,104,1226782
22-05-2031,2031-05,10715,263751,7.6,100.3,1560280
23-05-2031,2031-05,9832,254678,7.9,98.1,1818637
24-05-2031,2031-05,10082,155280,5.2,92.8,1826535
25-05-2031,2031-05,10102,227674,11.9,97.1,1749013
26-05-2031,2031-05,7463,263490,6.3,95.8,1729340
27-05-2031,2031-05,7795,213898,10.5,95,1284745
28-05-2031,2031-05,9693,162338,9.5,96.3,1290287
29-05-2031,2031-05,9484,111683,0,99.1,1000000
30-05-2031,2031-05,8824,186384,11,102.5,1770808
31-05-2031,2031-05,8958,246622,4.5,100.7,1900000
01-06-2031,2031-06,8297,198819,6,99.8,1725163
02-06-2031,2031-06,9147,296483,4.9,90.1,1575975
03-06-2031,2031-06,7870,254210,9.5,101.9,1337077
04-06-2031,2031-06,8067,153274,10.9,102.9,1148632
05-06-2031,2031-06,11053,160297,10.2,90.2,1426039
06-06-2031,2031-06,8256,113386,2.7,100.7,1313610
07-06-2031,2031-06,9952,202267,8.5,93.5,1887003
08-06-2031,2031-06,9859,135185,2.5,101.4,1190030
09-06-2031,2031-06,11408,272737,7.9,91.6,1639237
10-06-2031,2031-06,8752,216504,9.9,90.4,1900000
11-06-2031,2031-06,11331,198526,6.9,103.6,1664494
12-06-2031,2031-06,10220,168276,4.8,101.7,1350089
13-06-2031,2031-06,9461,104584,4.3,97.4,1000000
14-06-2031,2031-06,9485,198462,6.1,97,1341502
15-06-2031,2031-06,9129,274525,9.9,99.3,1620348
16-06-2031,2031-06,8293,234535,1.6,96.7,1156538
17-06-2031,2031-06,7875,241672,3.2,93.8,1627367
18-06-2031,2031-06,9140,156190,9.7,99.7,1511814
19-06-2031,2031-06,8940,261165,9.4,92.5,1336724
20-06-2031,2031-06,9826,104373,0.2,102.6,1624537
21-06-2031,2031-06,7654,275994,10.7,100.6,1184897
22-06-2031,2031-06,8074,174497,11.3,103.3,1563247
23-06-2031,2031-06,9649,106515,8.9,102.7,1484460
24-06-2031,2031-06,7424,249230,4.4,96.1,1231712
25-06-2031,2031-06,9375,177071,9.2,93.4,1463162
26-06-2031,2031-06,11373,238740,0.9,101.6,1703113
27-06-2031,2031-06,10030,89144,5.8,99.8,1618090
28-06-2031,2031-06,11393,283872,3.5,102.9,1900000
29-06-2031,2031-06,7686,262591,0.8,95.4,1565391
30-06-2031,2031-06,9390,276292,3.2,100.7,1477947
01-07-2031,2031-07,8050,251205,11.1,92.4,1110863
02-07-2031,2031-07,8962,165939,6.9,97.1,1026280
03-07-2031,2031-07,9108,112044,10,95.1,1000000
04-07-2031,2031-07,10054,155522,9.5,94.7,1497780
05-07-2031,2031-07,10100,104311,11.6,97.3,1039718
06-07-2031,2031-07,7262,192066,4.6,102.7,1002581
07-07-2031,2031-07,10364,180382,9.2,102.3,1612603
08-07-2031,2031-07,10508,143002,2.8,92.6,1840224
09-07-2031,2031-07,8447,163399,11.4,96,1000000
10-07-2031,2031-07,9221,253426,3.3,93.3,1484502
11-07-2031,2031-07,9023,291452,8.3,100.8,1900000
12-07-2031,2031-07,9458,150524,0.1,91,1359335
13-07-2031,2031-07,11354,102300,4.3,98.2,1149865
14-07-2031,2031-07,7682,128555,7.3,90.4,1345488
15-07-2031,2031-07,8239,153809,8.8,92.7,1721088
16-07-2031,2031-07,7585,174067,6.5,98.6,1188931
17-07-2031,2031-07,9753,192431,8,95.1,1605034
18-07-2031,2031-07,11085,282484,11.2,90.7,1729834
19-07-2031,2031-07,8083,278484,3.8,102.2,1160991
20-07-2031,2031-07,8311,82643,0.8,103.9,1006968
21-07-2031,2031-07,7678,279725,4,90.3,1491873
22-07-2031,2031-07,11215,289685,5.1,92.7,1900000
23-07-2031,2031-07,10450,150243,10.2,92.5,1237596
24-07-2031,2031-07,8365,226670,9.1,101,1533285
25-07-2031,2031-07,8752,199567,3.1,98.2,1264143
26-07-2031,2031-07,7781,120674,9.5,90.7,1364534
27-07-2031,2031-07,10448,176872,5.6,97.3,1139806
28-07-2031,2031-07,7295,138232,11.5,100.5,1000000
